District_Name,Fiscal_Year,Fund_Code,Object_Code,School_Code,Function_Code,Program_Code,Account_Name,Date,TransactionNo,Journal,Description,absolute_amount,Credit_Flag,amount
Aleutian Region School District,20,100,310,100,302,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",R,-2500
Aleutian Region School District,20,100,310,100,302,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",R,-2500
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,7/15/2019,5815,LABOR,Employee,"5,000.00",,5000
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,7/15/2019,5815,LABOR,Employee,"5,000.00",,5000
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,7/15/2019,5815,LABOR,Employee,"2,675.00",,2675
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,7/31/2019,5829,GJNLA,Reap Incentive Pay,"5,943.72",R,-5943.72
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,8/15/2019,5836,LABOR,Employee,"1,450.00",,1450
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,9/16/2019,5846,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,9/16/2019,5846,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,10/16/2019,5866,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,10/16/2019,5866,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,11/14/2019,5881,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,11/14/2019,5881,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,12/16/2019,5893,LABOR,Employee,"2,500.00",,2500
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,12/16/2019,5893,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,12/16/2019,5893,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,1/16/2020,5903,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,1/16/2020,5903,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,2/14/2020,5912,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,2/14/2020,5912,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,3/15/2020,5921,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,3/15/2020,5921,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,4/15/2020,5933,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,4/15/2020,5933,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,5/15/2020,5942,LABOR,Employee,"2,500.00",,2500
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,5/15/2020,5942,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,5/15/2020,5942,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/2/2020,5950,LABOR,Employee,"4,500.00",,4500
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/2/2020,5950,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/2/2020,5950,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/3/2020,5953,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/3/2020,5953,LABOR,Employee,"6,954.91",,6954.91
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/4/2020,5956,LABOR,Employee,"7,357.24",,7357.24
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/4/2020,5956,LABOR,Employee,"6,954.99",,6954.99
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/5/2020,5959,LABOR,Employee,"1,401.36",,1401.36
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/5/2020,5959,LABOR,Employee,"1,324.74",,1324.74
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/5/2020,5968,LABOR,Employee,"1,401.36",R,-1401.36
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/5/2020,5968,LABOR,Employee,"1,324.74",R,-1324.74
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/5/2020,5970,LABOR,Employee,"1,401.33",,1401.33
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/5/2020,5970,LABOR,Employee,"1,324.68",,1324.68
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",R,-2500
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",R,-2500
Aleutian Region School District,20,100,310,100,315,000,Certified Salaries,6/30/2020,6062,GJNLA,Employee SPED allocation,"32,747.88",R,-32747.88
Aleutian Region School District,20,100,310,200,315,000,SPED Certified Salaries,6/30/2020,6062,GJNLA,Employee SPED allocation,"32,747.88",,32747.88
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,7/15/2019,5815,LABOR,Employee,"5,000.00",,5000
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,7/15/2019,5815,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,8/15/2019,5836,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,9/16/2019,5846,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,10/16/2019,5866,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,11/14/2019,5881,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,12/16/2019,5893,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,1/16/2020,5903,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,2/14/2020,5912,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,3/15/2020,5921,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,4/15/2020,5933,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,5/15/2020,5942,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,6/2/2020,5950,LABOR,Employee,"4,467.54",,4467.54
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,6/5/2020,5959,LABOR,Employee,850.95,,850.95
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,6/5/2020,5964,LABOR,Employee,850.95,R,-850.95
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,6/5/2020,5965,LABOR,Employee,"105,000.00",,105000
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,6/5/2020,5966,LABOR,Employee,"105,000.00",R,-105000
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,6/5/2020,5967,LABOR,Employee,850.92,,850.92
Aleutian Region School District,20,100,310,350,099,000,Certified Salaries - Instructional Support,6/30/2020,6003,GJNLA,Reclass salaries expense,"29,730.70",R,-29730.7
Aleutian Region School District,20,100,310,400,302,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",,2500
Aleutian Region School District,20,100,310,400,302,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",,2500
Aleutian Region School District,20,100,310,400,315,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",,2500
Aleutian Region School District,20,100,310,400,315,000,Certified Salaries,6/30/2020,6002,GJNLA,Head Teacher salary reclass,"2,500.00",,2500
Aleutian Region School District,20,100,310,550,099,000,Certified Business Manager,6/30/2020,6003,GJNLA,Reclass salaries expense,"29,730.70",,29730.7
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,9/16/2019,5846,LABOR,Employee,880.32,,880.32
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,10/16/2019,5866,LABOR,Employee,"1,980.72",,1980.72
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,11/14/2019,5881,LABOR,Employee,990.36,,990.36
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,1/16/2020,5903,LABOR,Employee,770.28,,770.28
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,2/14/2020,5912,LABOR,Employee,"2,483.76",,2483.76
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,3/15/2020,5921,LABOR,Employee,"1,902.12",,1902.12
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,4/15/2020,5933,LABOR,Employee,"2,530.92",,2530.92
Aleutian Region School District,20,100,320,100,302,000,Classified Wages,5/15/2020,5942,LABOR,Employee,"2,971.08",,2971.08
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,9/16/2019,5846,LABOR,Employee,"3,323.70",,3323.7
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,10/16/2019,5866,LABOR,Employee,"4,690.11",,4690.11
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,11/14/2019,5881,LABOR,Employee,162.78,,162.78
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,11/14/2019,5881,LABOR,Employee,"5,428.71",,5428.71
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,12/16/2019,5893,LABOR,Employee,"1,953.36",,1953.36
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,12/16/2019,5893,LABOR,Employee,"4,173.09",,4173.09
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,1/16/2020,5903,LABOR,Employee,"3,397.56",,3397.56
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,2/14/2020,5912,LABOR,Employee,"5,317.92",,5317.92
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,3/15/2020,5921,LABOR,Employee,"4,431.60",,4431.6
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,4/15/2020,5933,LABOR,Employee,"4,025.37",,4025.37
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,5/15/2020,5942,LABOR,Employee,"4,874.76",,4874.76
Aleutian Region School District,20,100,320,100,315,000,Classified Wages,6/16/2020,5975,LABOR,Employee,"4,431.60",,4431.6
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,7/15/2019,5815,LABOR,Employee,912.66,,912.66
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,7/15/2019,5815,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,8/15/2019,5836,LABOR,Employee,"2,192.61",,2192.61
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,9/16/2019,5846,LABOR,Employee,"1,836.45",,1836.45
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,10/16/2019,5866,LABOR,Employee,"1,680.63",,1680.63
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,11/14/2019,5881,LABOR,Employee,"2,136.96",,2136.96
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,12/16/2019,5893,LABOR,Employee,"1,970.01",,1970.01
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,1/16/2020,5903,LABOR,Employee,"1,880.97",,1880.97
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,2/14/2020,5912,LABOR,Employee,"2,092.44",,2092.44
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,2/29/2020,5929,GJNLA,100 Knot payroll reimbursement,767.97,R,-767.97
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,3/15/2020,5921,LABOR,Employee,"1,491.42",,1491.42
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,4/15/2020,5933,LABOR,Employee,"1,958.88",,1958.88
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,4/30/2020,5963,GJNLA,March p/r reimbursement,"1,469.16",R,-1469.16
Aleutian Region School District,20,100,320,550,099,000,Classified Salary - Admin Support,5/15/2020,5942,LABOR,Employee,"1,691.76",,1691.76
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,7/15/2019,5815,LABOR,Employee,"1,039.07",,1039.07
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,8/15/2019,5836,LABOR,Employee,"2,973.89",,2973.89
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,9/16/2019,5846,LABOR,Employee,"1,218.22",,1218.22
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,10/16/2019,5866,LABOR,Employee,"2,113.97",,2113.97
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,10/16/2019,5866,LABOR,Employee,282.8,,282.8
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,11/14/2019,5881,LABOR,Employee,"1,949.28",,1949.28
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,11/14/2019,5881,LABOR,Employee,"1,540.69",,1540.69
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,12/16/2019,5893,LABOR,Employee,"1,863.16",,1863.16
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,12/16/2019,5893,LABOR,Employee,127.26,,127.26
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,1/16/2020,5903,LABOR,Employee,"1,039.07",,1039.07
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,1/16/2020,5903,LABOR,Employee,169.68,,169.68
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,1/16/2020,5903,LABOR,Employee,800,,800
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,2/14/2020,5912,LABOR,Employee,"1,003.24",,1003.24
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,2/14/2020,5912,LABOR,Employee,113.12,,113.12
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,2/14/2020,5912,LABOR,Employee,186.93,,186.93
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,3/15/2020,5921,LABOR,Employee,"2,042.31",,2042.31
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,4/15/2020,5933,LABOR,Employee,"2,328.95",,2328.95
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,5/15/2020,5942,LABOR,Employee,"2,257.29",,2257.29
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,6/16/2020,5975,LABOR,Employee,"4,407.09",,4407.09
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,6/16/2020,5975,LABOR,Employee,"1,060.50",,1060.5
Aleutian Region School District,20,100,320,605,302,000,Classified Wages,6/16/2020,5976,LABOR,Employee,282.8,R,-282.8
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,7/15/2019,5815,LABOR,Employee,565.6,,565.6
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,7/15/2019,5815,LABOR,Employee,"1,477.20",,1477.2
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,8/15/2019,5836,LABOR,Employee,169.68,,169.68
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,8/15/2019,5836,LABOR,Employee,923.25,,923.25
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,9/16/2019,5846,LABOR,Employee,"1,216.04",,1216.04
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,9/16/2019,5846,LABOR,Employee,"2,622.03",,2622.03
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,10/16/2019,5866,LABOR,Employee,367.64,,367.64
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,10/16/2019,5866,LABOR,Employee,"1,440.27",,1440.27
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,12/16/2019,5893,LABOR,Employee,56.56,,56.56
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,12/16/2019,5893,LABOR,Employee,"3,619.14",,3619.14
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,1/16/2020,5903,LABOR,Employee,"3,139.05",,3139.05
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,2/14/2020,5912,LABOR,Employee,"1,453.40",,1453.4
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,2/14/2020,5912,LABOR,Employee,73.86,,73.86
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,3/15/2020,5921,LABOR,Employee,707,,707
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,3/15/2020,5921,LABOR,Employee,"3,065.19",,3065.19
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,4/15/2020,5933,LABOR,Employee,"1,131.20",,1131.2
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,4/15/2020,5933,LABOR,Employee,"2,806.68",,2806.68
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,5/15/2020,5942,LABOR,Employee,"1,131.20",,1131.2
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,5/15/2020,5942,LABOR,Employee,"4,357.74",,4357.74
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,6/16/2020,5975,LABOR,Employee,"1,131.20",,1131.2
Aleutian Region School District,20,100,320,605,315,000,Classified Wages,6/16/2020,5975,LABOR,Employee,"4,653.18",,4653.18
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,7/15/2019,5818,PURCH,TEACHERS RETIREMENT SYSTEM,0.03,,0.03
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,9/4/2019,5842,PURCH,ALASKA AIRLINES,"1,407.20",,1407.2
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,9/17/2019,5849,PURCH,"GRANT AVIATION, INC.",250,,250
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,9/17/2019,5849,PURCH,"GRANT AVIATION, INC.",75,,75
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,10/1/2019,5852,PURCH,ALASKA AIRLINES,382.51,,382.51
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,10/8/2019,5857,PURCH,"GRANT AVIATION, INC.",250,,250
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,10/21/2019,5871,PURCH,TEACHERS RETIREMENT SYSTEM,0.01,,0.01
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,11/5/2019,5877,PURCH,ALASKA AIRLINES,"1,038.00",,1038
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,11/15/2019,5885,PURCH,ALASKA AIRLINES,458.61,,458.61
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,1/9/2020,5901,PURCH,DIV OF RETIREMENT & BENEFITS-F,25,,25
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,3/21/2020,5926,PURCH,FIRST NATIONAL BANK OF ALASKA,683,,683
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,4/30/2020,5938,PURCH,Employee,792,,792
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,6/18/2020,5979,PURCH,ALASKA AIRLINES,519.6,,519.6
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,6/30/2020,5983,PURCH,"GRANT AVIATION, INC.",475,,475
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,6/30/2020,5998,GJNLA,Adjust ending accrued balance,"6,135.08",R,-6135.08
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,6/30/2020,6000,GJNLA,TH excess to GF,"33,619.65",,33619.65
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,6/30/2020,6001,GJNLA,FY20 ESC payable adjustment,"1,824.90",R,-1824.9
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,6/30/2020,6063,GJNLA,TRS on-behalf allocation,"55,126.71",,55126.71
Aleutian Region School District,20,100,350,100,099,000,Employee Benefits,6/30/2020,6064,GJNLA,Add'l TRS on-behalf allocation,"1,746.12",,1746.12
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,7/15/2019,5817,PAYRL,Employee,72.5,,72.5
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,7/15/2019,5817,PAYRL,Employee,628,,628
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,7/15/2019,5817,PAYRL,Employee,42.42,,42.42
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,7/15/2019,5817,PAYRL,Employee,"1,156.23",,1156.23
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,7/31/2019,5829,GJNLA,Reap Incentive Fringe,946.98,R,-946.98
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,9/16/2019,5848,PAYRL,Employee,54.58,,54.58
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,9/16/2019,5848,PAYRL,Employee,12.77,,12.77
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,9/16/2019,5848,PAYRL,Employee,101.46,,101.46
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,9/16/2019,5848,PAYRL,Employee,878.85,,878.85
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,9/16/2019,5848,PAYRL,Employee,7.47,,7.47
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,9/16/2019,5848,PAYRL,Employee,59.36,,59.36
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,9/16/2019,5848,PAYRL,Employee,"1,156.23",,1156.23
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5865,PAYRL,Employee,95.26,,95.26
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5865,PAYRL,Employee,825.13,,825.13
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5865,PAYRL,Employee,55.73,,55.73
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5865,PAYRL,Employee,"1,156.23",,1156.23
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5868,PAYRL,Employee,122.81,,122.81
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5868,PAYRL,Employee,28.72,,28.72
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5868,PAYRL,Employee,101.46,,101.46
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5868,PAYRL,Employee,66.26,,66.26
Aleutian Region School District,20,100,350,100,302,000,Employee Benefits,10/16/2019,5868,PAYRL,Employee,878.85,,878.85
