District_Name,Fiscal_Year,Fund_Code,Object_Code,Function_Code,Program_Code,School_Code,Demo_Desc,Date,Post_Type,Source,Reference,Description,Units,Debit,Credit,Amount
Chugach School District,19,100,640,0,0,358,,2/28/2019,Actual,P/R,3,REDACTED,,"6,193.91",,6193.91
Chugach School District,19,100,640,0,0,358,,3/31/2019,Actual,P/R,4,REDACTED,,"3,639.46",,3639.46
Chugach School District,19,100,640,0,0,358,,4/30/2019,Actual,P/R,5,REDACTED,,"4,480.23",,4480.23
Chugach School District,19,100,640,0,0,390,,12/31/2018,Actual,P/R,1,REDACTED,,351.93,,351.93
Chugach School District,19,100,640,0,0,390,,2/28/2019,Actual,P/R,3,REDACTED,,688.21,,688.21
Chugach School District,19,100,640,0,0,390,,3/31/2019,Actual,P/R,4,REDACTED,,404.39,,404.39
Chugach School District,19,100,640,0,0,390,,4/30/2019,Actual,P/R,5,REDACTED,,497.8,,497.8
Chugach School District,19,100,640,0,0,390,,5/31/2019,Actual,P/R,6,REDACTED,,"2,958.72",,2958.72
Chugach School District,19,100,640,0,0,390,,6/30/2019,Actual,P/R,7,REDACTED,,"6,853.64",,6853.64
Chugach School District,19,100,719,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,755.87,-755.87
Chugach School District,19,100,719,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,"2,993.91",-2993.91
Chugach School District,19,100,719,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,"1,149.28",-1149.28
Chugach School District,19,100,719,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,"1,760.97",-1760.97
Chugach School District,19,100,719,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,514.88,-514.88
Chugach School District,19,100,721,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,293.78,-293.78
Chugach School District,19,100,721,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,"1,072.91",-1072.91
Chugach School District,19,100,721,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,387.56,-387.56
Chugach School District,19,100,721,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,613.15,-613.15
Chugach School District,19,100,721,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,223.22,-223.22
Chugach School District,19,100,725,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,6.58,-6.58
Chugach School District,19,100,725,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,28.18,-28.18
Chugach School District,19,100,725,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,10.13,-10.13
Chugach School District,19,100,725,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,16.03,-16.03
Chugach School District,19,100,725,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,4.28,-4.28
Chugach School District,19,100,726,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,244.5,-244.5
Chugach School District,19,100,726,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,20.52,-20.52
Chugach School District,19,100,726,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,89.7,-89.7
Chugach School District,19,100,727,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,728,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,728,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,728,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,728,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,728,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,729,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,24.2,-24.2
Chugach School District,19,100,729,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,103.72,-103.72
Chugach School District,19,100,729,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,37.46,-37.46
Chugach School District,19,100,729,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,59.28,-59.28
Chugach School District,19,100,729,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,15.94,-15.94
Chugach School District,19,100,730,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,26.5,-26.5
Chugach School District,19,100,730,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,26.5,-26.5
Chugach School District,19,100,730,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,26.5,-26.5
Chugach School District,19,100,730,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,26.5,-26.5
Chugach School District,19,100,730,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,212,,212
Chugach School District,19,100,735,0,0,0,,12/31/2018,Actual,P/R,1,REDACTED,,,"3,519.33",-3519.33
Chugach School District,19,100,735,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,"3,519.33",,3519.33
Chugach School District,19,100,735,0,0,0,,2/28/2019,Actual,P/R,3,REDACTED,,,"6,882.12",-6882.12
Chugach School District,19,100,735,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,"6,882.12",,6882.12
Chugach School District,19,100,735,0,0,0,,3/31/2019,Actual,P/R,4,REDACTED,,,"4,043.85",-4043.85
Chugach School District,19,100,735,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,"4,043.85",,4043.85
Chugach School District,19,100,735,0,0,0,,4/30/2019,Actual,P/R,5,REDACTED,,,"4,978.03",-4978.03
Chugach School District,19,100,735,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,"4,978.03",,4978.03
Chugach School District,19,100,735,0,0,0,,5/31/2019,Actual,P/R,6,REDACTED,,,"2,958.72",-2958.72
Chugach School District,19,100,735,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,"2,958.72",,2958.72
Chugach School District,19,100,735,0,0,0,,6/30/2019,Actual,P/R,7,REDACTED,,,"6,853.64",-6853.64
Chugach School District,19,358,320,350,552,0,,2/28/2019,Actual,P/R,3,REDACTED,39.15,"1,193.74",,1193.74
Chugach School District,19,358,320,350,553,0,,2/28/2019,Actual,P/R,3,REDACTED,,675,,675
Chugach School District,19,358,320,350,554,0,,12/31/2018,Actual,P/R,1,REDACTED,56.7,751.28,,751.28
Chugach School District,19,358,320,350,554,0,,2/28/2019,Actual,P/R,3,REDACTED,,675,,675
Chugach School District,19,358,320,350,554,0,,4/30/2019,Actual,P/R,5,REDACTED,138.15,"1,839.44",,1839.44
Chugach School District,19,358,320,350,555,0,,2/28/2019,Actual,P/R,3,REDACTED,,675,,675
Chugach School District,19,358,320,350,555,0,,3/31/2019,Actual,P/R,4,REDACTED,87.3,"1,162.69",,1162.69
Chugach School District,19,358,350,350,552,0,,2/28/2019,Actual,P/R,3,REDACTED,1.8,"2,975.17",,2975.17
Chugach School District,19,358,350,350,554,0,,12/31/2018,Actual,P/R,1,REDACTED,1.8,"2,416.12",,2416.12
Chugach School District,19,358,350,350,554,0,,4/30/2019,Actual,P/R,5,REDACTED,1.8,"2,640.79",,2640.79
Chugach School District,19,358,350,350,555,0,,3/31/2019,Actual,P/R,4,REDACTED,1.8,"2,476.77",,2476.77
Chugach School District,19,358,640,0,0,100,,12/31/2018,Actual,P/R,1,REDACTED,,,"3,167.40",-3167.4
Chugach School District,19,358,640,0,0,100,,2/28/2019,Actual,P/R,3,REDACTED,,,"6,193.91",-6193.91
Chugach School District,19,358,640,0,0,100,,3/31/2019,Actual,P/R,4,REDACTED,,,"3,639.46",-3639.46
Chugach School District,19,358,640,0,0,100,,4/30/2019,Actual,P/R,5,REDACTED,,,"4,480.23",-4480.23
Chugach School District,19,390,320,350,540,0,,12/31/2018,Actual,P/R,1,REDACTED,6.3,83.47,,83.47
Chugach School District,19,390,320,350,540,0,,2/28/2019,Actual,P/R,3,REDACTED,4.35,357.64,,357.64
Chugach School District,19,390,320,350,540,0,,3/31/2019,Actual,P/R,4,REDACTED,9.7,129.19,,129.19
Chugach School District,19,390,320,350,540,0,,4/30/2019,Actual,P/R,5,REDACTED,15.35,204.38,,204.38
Chugach School District,19,390,320,350,540,0,,6/30/2019,Actual,P/R,7,REDACTED,-1,"3,574.79",,3574.79
Chugach School District,19,390,320,350,554,0,,5/31/2019,Actual,P/R,6,REDACTED,39,549.88,,549.88
Chugach School District,19,390,350,350,540,0,,12/31/2018,Actual,P/R,1,REDACTED,0.2,268.46,,268.46
Chugach School District,19,390,350,350,540,0,,2/28/2019,Actual,P/R,3,REDACTED,0.2,330.57,,330.57
Chugach School District,19,390,350,350,540,0,,3/31/2019,Actual,P/R,4,REDACTED,0.2,275.2,,275.2
Chugach School District,19,390,350,350,540,0,,4/30/2019,Actual,P/R,5,REDACTED,0.2,293.42,,293.42
Chugach School District,19,390,350,350,540,0,,6/30/2019,Actual,P/R,7,REDACTED,,"3,278.85",,3278.85
Chugach School District,19,390,350,350,554,0,,5/31/2019,Actual,P/R,6,REDACTED,-16,"2,408.84",,2408.84
Chugach School District,19,390,640,0,0,100,,12/31/2018,Actual,P/R,1,REDACTED,,,351.93,-351.93
Chugach School District,19,390,640,0,0,100,,2/28/2019,Actual,P/R,3,REDACTED,,,688.21,-688.21
Chugach School District,19,390,640,0,0,100,,3/31/2019,Actual,P/R,4,REDACTED,,,404.39,-404.39
Chugach School District,19,390,640,0,0,100,,4/30/2019,Actual,P/R,5,REDACTED,,,497.8,-497.8
Chugach School District,19,390,640,0,0,100,,5/31/2019,Actual,P/R,6,REDACTED,,,"2,958.72",-2958.72
Chugach School District,19,390,640,0,0,100,,6/30/2019,Actual,P/R,7,REDACTED,,,"6,853.64",-6853.64
Chugach School District,19,100,640,0,0,358,,1/31/2019,Actual,P/R,2,REDACTED,,"3,616.63",,3616.63
Chugach School District,19,100,640,0,0,390,,1/31/2019,Actual,P/R,2,REDACTED,,401.85,,401.85
Chugach School District,19,100,719,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,"1,133.16",-1133.16
Chugach School District,19,100,721,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,381.63,-381.63
Chugach School District,19,100,725,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,9.19,-9.19
Chugach School District,19,100,726,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,18.7,-18.7
Chugach School District,19,100,727,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,728,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,729,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,36.9,-36.9
Chugach School District,19,100,730,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,,26.5,-26.5
Chugach School District,19,100,735,0,0,0,,1/31/2019,Actual,P/R,2,REDACTED,,,"4,018.48",-4018.48
Chugach School District,19,100,735,0,0,0,,2/10/2019,Actual,P/R,EFT,REDACTED,,"4,018.48",,4018.48
Chugach School District,19,358,320,350,555,0,,1/31/2019,Actual,P/R,2,REDACTED,79.2,"1,144.87",,1144.87
Chugach School District,19,358,350,350,555,0,,1/31/2019,Actual,P/R,2,REDACTED,1.8,"2,471.76",,2471.76
Chugach School District,19,358,640,0,0,100,,1/31/2019,Actual,P/R,2,REDACTED,,,"3,616.63",-3616.63
Chugach School District,19,390,320,350,540,0,,1/31/2019,Actual,P/R,2,REDACTED,8.8,127.21,,127.21
Chugach School District,19,390,350,350,540,0,,1/31/2019,Actual,P/R,2,REDACTED,0.2,274.64,,274.64
Chugach School District,19,390,640,0,0,100,,1/31/2019,Actual,P/R,2,REDACTED,,,401.85,-401.85
Chugach School District,19,100,640,0,0,358,,10/31/2018,Actual,P/R,11,REDACTED,,"4,001.72",,4001.72
Chugach School District,19,100,640,0,0,358,,11/30/2018,Actual,P/R,12,REDACTED,,"3,498.02",,3498.02
Chugach School District,19,100,640,0,0,390,,10/31/2018,Actual,P/R,11,REDACTED,,444.64,,444.64
Chugach School District,19,100,640,0,0,390,,11/30/2018,Actual,P/R,12,REDACTED,,388.67,,388.67
Chugach School District,19,100,719,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,"1,411.28",-1411.28
Chugach School District,19,100,719,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,"1,044.80",-1044.8
Chugach School District,19,100,721,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,484.95,-484.95
Chugach School District,19,100,721,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,349.8,-349.8
Chugach School District,19,100,725,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,11.9,-11.9
Chugach School District,19,100,725,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,8.35,-8.35
Chugach School District,19,100,726,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,52.47,-52.47
Chugach School District,19,100,726,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,11.02,-11.02
Chugach School District,19,100,727,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,727,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,1.4,-1.4
Chugach School District,19,100,728,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,728,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,"2,411.00",-2411
Chugach School District,19,100,729,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,46.86,-46.86
Chugach School District,19,100,729,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,33.82,-33.82
Chugach School District,19,100,730,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,,26.5,-26.5
Chugach School District,19,100,730,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,,26.5,-26.5
Chugach School District,19,100,735,0,0,0,,10/31/2018,Actual,P/R,11,REDACTED,,,"4,446.36",-4446.36
Chugach School District,19,100,735,0,0,0,,11/9/2018,Actual,P/R,EFT,REDACTED,,"4,446.36",,4446.36
Chugach School District,19,100,735,0,0,0,,11/30/2018,Actual,P/R,12,REDACTED,,,"3,886.69",-3886.69
Chugach School District,19,100,735,0,0,0,,12/10/2018,Actual,P/R,EFT,REDACTED,,"3,886.69",,3886.69
Chugach School District,19,358,320,350,553,0,,11/30/2018,Actual,P/R,12,REDACTED,72,"1,049.41",,1049.41
Chugach School District,19,358,320,350,554,0,,10/31/2018,Actual,P/R,11,REDACTED,102.6,"1,454.85",,1454.85
Chugach School District,19,358,350,350,553,0,,11/30/2018,Actual,P/R,12,REDACTED,1.8,"2,448.61",,2448.61
Chugach School District,19,358,350,350,554,0,,10/31/2018,Actual,P/R,11,REDACTED,1.8,"2,546.87",,2546.87
Chugach School District,19,358,640,0,0,100,,10/31/2018,Actual,P/R,11,REDACTED,,,"4,001.72",-4001.72
Chugach School District,19,358,640,0,0,100,,11/30/2018,Actual,P/R,12,REDACTED,,,"3,498.02",-3498.02
Chugach School District,19,390,320,350,540,0,,10/31/2018,Actual,P/R,11,REDACTED,11.4,161.65,,161.65
Chugach School District,19,390,320,350,540,0,,11/30/2018,Actual,P/R,12,REDACTED,8,116.6,,116.6
Chugach School District,19,390,350,350,540,0,,10/31/2018,Actual,P/R,11,REDACTED,0.2,282.99,,282.99
Chugach School District,19,390,350,350,540,0,,11/30/2018,Actual,P/R,12,REDACTED,0.2,272.07,,272.07
Chugach School District,19,390,640,0,0,100,,10/31/2018,Actual,P/R,11,REDACTED,,,444.64,-444.64
Chugach School District,19,390,640,0,0,100,,11/30/2018,Actual,P/R,12,REDACTED,,,388.67,-388.67
Chugach School District,19,100,410,140,610,0,,11/16/2018,Actual,A/P,14-Nov,REDACTED,,125,,125
Chugach School District,19,100,610,0,0,0,,11/16/2018,Actual,A/P,64661,REDACTED,,,125,-125
Chugach School District,19,100,710,0,0,0,,11/16/2018,Actual,A/P,14-Nov,REDACTED,,,125,-125
Chugach School District,19,100,710,0,0,0,,11/16/2018,Actual,A/P,64661,REDACTED,,125,,125
Chugach School District,19,100,450,140,610,0,,3/27/2019,Actual,A/P,895,REDACTED,,466.04,,466.04
Chugach School District,19,100,450,140,610,0,,6/18/2019,Actual,A/P,95/48,REDACTED,,610.66,,610.66
Chugach School District,19,100,710,0,0,0,,3/27/2019,Actual,A/P,895,REDACTED,,,466.04,-466.04
Chugach School District,19,100,710,0,0,0,,6/18/2019,Actual,A/P,95/48,REDACTED,,,610.66,-610.66
Chugach School District,19,100,450,140,610,0,,1/30/2019,Actual,A/P,386,REDACTED,,366.36,,366.36
Chugach School District,19,100,450,140,610,0,,9/12/2018,Actual,A/P,88/67/66,REDACTED,,187.59,,187.59
Chugach School District,19,100,710,0,0,0,,9/12/2018,Actual,A/P,88/67/66,REDACTED,,,187.59,-187.59
Chugach School District,19,100,410,140,630,0,,9/7/2018,Actual,A/P,27-Aug,REDACTED,,225,,225
Chugach School District,19,100,410,140,630,0,,10/24/2018,Actual,A/P,22-Oct,REDACTED,,75.56,,75.56
Chugach School District,19,100,410,140,630,0,,10/24/2018,Actual,A/P,22-Oct,REDACTED,,37.84,,37.84
Chugach School District,19,100,410,140,630,0,,10/24/2018,Actual,A/P,22-Oct,REDACTED,,59.16,,59.16
Chugach School District,19,100,410,140,630,0,,10/24/2018,Actual,A/P,22-Oct,REDACTED,,,75.56,-75.56
Chugach School District,19,100,410,140,630,0,,12/18/2018,Actual,A/P,17-Dec,REDACTED,,109,,109
Chugach School District,19,100,410,140,630,0,,1/14/2019,Actual,A/P,14-Jan,REDACTED,,44,,44
Chugach School District,19,100,410,140,630,0,,1/25/2019,Actual,A/P,21-Jan,REDACTED,,30,,30
Chugach School District,19,100,410,140,630,0,,4/26/2019,Actual,A/P,23-Apr,REDACTED,,268.15,,268.15
Chugach School District,19,100,450,140,630,0,,12/18/2018,Actual,A/P,17-Dec,REDACTED,,82.27,,82.27
Chugach School District,19,100,450,140,630,0,,1/14/2019,Actual,A/P,14-Jan,REDACTED,,26.07,,26.07
Chugach School District,19,100,450,140,630,0,,1/25/2019,Actual,A/P,21-Jan,REDACTED,,29.95,,29.95
Chugach School District,19,100,610,0,0,0,,9/7/2018,Actual,A/P,63955,REDACTED,,,225,-225
Chugach School District,19,100,610,0,0,0,,10/25/2018,Actual,A/P,64440,REDACTED,,,97,-97
Chugach School District,19,100,610,0,0,0,,12/18/2018,Actual,A/P,64874,REDACTED,,,191.27,-191.27
Chugach School District,19,100,610,0,0,0,,1/15/2019,Actual,A/P,65062,REDACTED,,,70.07,-70.07
Chugach School District,19,100,610,0,0,0,,1/25/2019,Actual,A/P,65174,REDACTED,,,59.95,-59.95
Chugach School District,19,100,610,0,0,0,,4/26/2019,Actual,A/P,65924,REDACTED,,,268.15,-268.15
Chugach School District,19,100,710,0,0,0,,9/7/2018,Actual,A/P,27-Aug,REDACTED,,,225,-225
Chugach School District,19,100,710,0,0,0,,9/7/2018,Actual,A/P,63955,REDACTED,,225,,225
Chugach School District,19,100,710,0,0,0,,10/24/2018,Actual,A/P,22-Oct,REDACTED,,,97,-97
Chugach School District,19,100,710,0,0,0,,10/25/2018,Actual,A/P,64440,REDACTED,,97,,97
Chugach School District,19,100,710,0,0,0,,12/18/2018,Actual,A/P,17-Dec,REDACTED,,,191.27,-191.27
Chugach School District,19,100,710,0,0,0,,12/18/2018,Actual,A/P,64874,REDACTED,,191.27,,191.27
Chugach School District,19,100,710,0,0,0,,1/14/2019,Actual,A/P,14-Jan,REDACTED,,,70.07,-70.07
Chugach School District,19,100,710,0,0,0,,1/15/2019,Actual,A/P,65062,REDACTED,,70.07,,70.07
Chugach School District,19,100,710,0,0,0,,1/25/2019,Actual,A/P,21-Jan,REDACTED,,,59.95,-59.95
Chugach School District,19,100,710,0,0,0,,1/25/2019,Actual,A/P,65174,REDACTED,,59.95,,59.95
Chugach School District,19,100,710,0,0,0,,4/26/2019,Actual,A/P,23-Apr,REDACTED,,,268.15,-268.15
Chugach School District,19,100,710,0,0,0,,4/26/2019,Actual,A/P,65924,REDACTED,,268.15,,268.15
Chugach School District,19,100,610,0,0,0,,2/26/2019,Actual,A/P,65463,REDACTED,,,292.86,-292.86
Chugach School District,19,100,350,511,400,0,,12/31/2018,Actual,P/R,1,REDACTED,,38.25,,38.25
Chugach School District,19,100,350,511,400,0,,2/28/2019,Actual,P/R,3,REDACTED,,95.63,,95.63
Chugach School District,19,100,350,511,400,0,,3/31/2019,Actual,P/R,4,REDACTED,,86.06,,86.06
Chugach School District,19,100,350,511,400,0,,4/30/2019,Actual,P/R,5,REDACTED,,57.38,,57.38
Chugach School District,19,100,350,511,400,0,,5/31/2019,Actual,P/R,6,REDACTED,,21.04,,21.04
Chugach School District,19,100,350,511,400,0,,6/30/2019,Actual,P/R,7,REDACTED,,21.04,,21.04
Chugach School District,19,100,480,511,400,0,,12/31/2018,Actual,P/R,1,REDACTED,2,500,,500
Chugach School District,19,100,480,511,400,0,,2/28/2019,Actual,P/R,3,REDACTED,5,"1,250.00",,1250
Chugach School District,19,100,480,511,400,0,,3/31/2019,Actual,P/R,4,REDACTED,4.5,"1,125.00",,1125
Chugach School District,19,100,480,511,400,0,,4/30/2019,Actual,P/R,5,REDACTED,3,750,,750
Chugach School District,19,100,480,511,400,0,,5/31/2019,Actual,P/R,6,REDACTED,1,275,,275
Chugach School District,19,100,480,511,400,0,,6/30/2019,Actual,P/R,7,REDACTED,1,275,,275
Chugach School District,19,100,719,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,461.75,-461.75
Chugach School District,19,100,719,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,"1,127.70",-1127.7
Chugach School District,19,100,719,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,"1,024.77",-1024.77
Chugach School District,19,100,719,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,692.62,-692.62
Chugach School District,19,100,719,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,253.96,-253.96
Chugach School District,19,100,726,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,26.67,-26.67
Chugach School District,19,100,726,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,14.17,-14.17
Chugach School District,19,100,729,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,,76.5,-76.5
Chugach School District,19,100,729,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,,191.26,-191.26
Chugach School District,19,100,729,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,,172.12,-172.12
Chugach School District,19,100,729,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,,114.76,-114.76
Chugach School District,19,100,729,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,,42.08,-42.08
Chugach School District,19,100,735,0,0,0,,12/31/2018,Actual,P/R,1,REDACTED,,,538.25,-538.25
Chugach School District,19,100,735,0,0,0,,1/10/2019,Actual,P/R,EFT,REDACTED,,538.25,,538.25
Chugach School District,19,100,735,0,0,0,,2/28/2019,Actual,P/R,3,REDACTED,,,"1,345.63",-1345.63
Chugach School District,19,100,735,0,0,0,,3/8/2019,Actual,P/R,EFT,REDACTED,,"1,345.63",,1345.63
Chugach School District,19,100,735,0,0,0,,3/31/2019,Actual,P/R,4,REDACTED,,,"1,211.06",-1211.06
Chugach School District,19,100,735,0,0,0,,4/10/2019,Actual,P/R,EFT,REDACTED,,"1,211.06",,1211.06
Chugach School District,19,100,735,0,0,0,,4/30/2019,Actual,P/R,5,REDACTED,,,807.38,-807.38
Chugach School District,19,100,735,0,0,0,,5/10/2019,Actual,P/R,EFT,REDACTED,,807.38,,807.38
Chugach School District,19,100,735,0,0,0,,5/31/2019,Actual,P/R,6,REDACTED,,,296.04,-296.04
Chugach School District,19,100,735,0,0,0,,6/10/2019,Actual,P/R,EFT,REDACTED,,296.04,,296.04
