District_Name,Fiscal_Year,Fund_Code,Object_Code,School_Code,Function_Code,Program_Code,Account_Name,Date,TransactionNo,Journal,Description,absolute_amount,Credit_Flag,amount
Aleutian Region School District,19,100,310,100,099,000,Certificated Salaries,3/16/2019,5707,GJNLA,Reap Incentive Retention Fring,"8,257.39",CR,-8257.39
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5566,LABOR,Employee,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5569,LABOR,Employee,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5573,LABOR,Reversal of 5569T,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5581,LABOR,Employee,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5582,LABOR,Employee,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5583,LABOR,Employee,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5584,LABOR,Employee,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5587,LABOR,Reversal of 5583T,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5588,LABOR,Reversal of 5582T,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5589,LABOR,Reversal of 5581T,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,8/29/2018,5594,LABOR,Reversal of 5569T,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,9/17/2018,5604,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,10/16/2018,5622,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,11/15/2018,5640,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,12/17/2018,5658,LABOR,Employee,"2,500.00",,2500
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,12/17/2018,5658,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,1/16/2019,5674,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,2/14/2019,5687,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,3/14/2019,5699,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,3/26/2019,5716,GJNLA,Head Tch PAY Reclass to 400,"5,000.00",CR,-5000
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,4/15/2019,5728,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,5/16/2019,5752,LABOR,Employee,"2,500.00",,2500
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,5/16/2019,5752,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,5/23/2019,5759,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,5/23/2019,5762,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,5/23/2019,5765,LABOR,Employee,"6,817.25",,6817.25
Aleutian Region School District,19,100,310,100,302,000,Certified Salaries,5/23/2019,5768,LABOR,Employee,"1,298.52",,1298.52
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,7/10/2018,5521,LABOR,Employee,"5,000.00",,5000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,7/10/2018,5521,LABOR,Employee,"2,606.42",,2606.42
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/16/2018,5547,LABOR,Employee,"5,000.00",,5000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/16/2018,5547,LABOR,Employee,"1,080.00",,1080
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/16/2018,5547,LABOR,Employee,480,,480
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5570,LABOR,Employee,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5571,LABOR,Employee,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5574,LABOR,Reversal of 5570T,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5575,LABOR,Reversal of 5571T,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5577,LABOR,Employee,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5578,LABOR,Employee,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5579,LABOR,Employee,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5591,LABOR,Reversal of 5579T,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5592,LABOR,Reversal of 5578T,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,8/29/2018,5593,LABOR,Reversal of 5577T,"2,000.00",,2000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,9/17/2018,5604,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,9/17/2018,5604,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,10/16/2018,5622,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,10/16/2018,5622,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,11/15/2018,5640,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,11/15/2018,5640,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,12/17/2018,5658,LABOR,Employee,"2,500.00",,2500
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,12/17/2018,5658,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,12/17/2018,5658,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,1/16/2019,5674,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,1/16/2019,5674,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,2/14/2019,5687,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,2/14/2019,5687,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,3/14/2019,5699,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,3/14/2019,5699,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,3/26/2019,5713,GJNLA,Employee alloc to sped,"47,182.96",CR,-47182.96
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,3/26/2019,5716,GJNLA,Head Tch Pay Reclass to 400,"5,000.00",CR,-5000
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,4/15/2019,5728,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,4/15/2019,5728,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/16/2019,5752,LABOR,Employee,"2,500.00",,2500
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/16/2019,5752,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/16/2019,5752,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5759,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5759,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5762,LABOR,Employee,"7,357.16",,7357.16
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5762,LABOR,Employee,"6,454.58",,6454.58
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5765,LABOR,Employee,"7,357.24",,7357.24
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5765,LABOR,Employee,"6,454.62",,6454.62
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5768,LABOR,Employee,"1,401.36",,1401.36
Aleutian Region School District,19,100,310,100,315,000,Cerfified Salaries,5/23/2019,5768,LABOR,Employee,"1,229.43",,1229.43
Aleutian Region School District,19,100,310,200,315,,SPED Certified Salaries,3/26/2019,5713,GJNLA,Employee Allocated Sal,"47,182.96",,47182.96
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,7/10/2018,5521,LABOR,Employee,"5,000.00",,5000
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,7/10/2018,5521,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,8/16/2018,5547,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,9/17/2018,5604,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,10/16/2018,5622,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,11/15/2018,5640,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,12/17/2018,5658,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,1/16/2019,5674,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,2/14/2019,5687,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,3/14/2019,5699,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,3/26/2019,5714,GJNLA,Employee Alloc to 550,"28,568.32",CR,-28568.32
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,4/15/2019,5728,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,5/16/2019,5752,LABOR,Employee,"4,344.72",,4344.72
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,5/23/2019,5759,LABOR,Employee,"4,344.78",,4344.78
Aleutian Region School District,19,100,310,350,099,000,Cerfitied Salaries - Instructional Support,5/23/2019,5768,LABOR,Employee,827.55,,827.55
Aleutian Region School District,19,100,310,400,302,000,Certified Salaries,8/29/2018,5572,LABOR,Employee,"2,000.00",,2000
Aleutian Region School District,19,100,310,400,302,000,Certified Salaries,8/29/2018,5576,LABOR,Reversal of 5572T,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,400,302,000,Certified Salaries,8/29/2018,5580,LABOR,Employee,"2,000.00",CR,-2000
Aleutian Region School District,19,100,310,400,302,000,Certified Salaries,8/29/2018,5590,LABOR,Reversal of 5580T,"2,000.00",,2000
Aleutian Region School District,19,100,310,400,302,000,Certified Salaries,3/26/2019,5716,GJNLA,Head Tch Pay Reclass frm 100,"5,000.00",,5000
Aleutian Region School District,19,100,310,400,315,000,Cerfitied Salaries,3/26/2019,5716,GJNLA,Head Tch Pay Reclass frm 100,"5,000.00",,5000
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,7/10/2018,5521,LABOR,Employee,"5,000.00",,5000
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,7/10/2018,5521,LABOR,Employee,"7,126.91",,7126.91
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,8/16/2018,5547,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,9/17/2018,5604,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,10/16/2018,5622,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,11/15/2018,5640,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,12/17/2018,5658,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,1/16/2019,5674,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,2/14/2019,5687,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,3/14/2019,5699,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,3/26/2019,5717,GJNLA,Employee alloc of maint dir salary,"44,446.00",CR,-44446
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,4/15/2019,5728,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,5/16/2019,5752,LABOR,Employee,"8,770.01",,8770.01
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,5/23/2019,5759,LABOR,Employee,"8,769.99",,8769.99
Aleutian Region School District,19,100,310,512,099,000,Certified Salary,5/23/2019,5768,LABOR,Employee,"1,530.78",,1530.78
Aleutian Region School District,19,100,310,550,099,000,Certified Business Manager,3/26/2019,5714,GJNLA,Employeeal Alloc,"28,568.32",,28568.32
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,7/10/2018,5521,LABOR,Employee,455.4,,455.4
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,8/16/2018,5547,LABOR,Employee,303.6,,303.6
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,9/17/2018,5604,LABOR,Employee,"1,199.22",,1199.22
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,10/16/2018,5622,LABOR,Employee,"1,305.48",,1305.48
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,11/15/2018,5640,LABOR,Employee,"1,988.58",,1988.58
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,12/17/2018,5658,LABOR,Employee,"1,821.60",,1821.6
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,1/16/2019,5674,LABOR,Employee,"1,123.32",,1123.32
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,2/14/2019,5687,LABOR,Employee,"2,125.20",,2125.2
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,3/14/2019,5699,LABOR,Employee,"1,381.38",,1381.38
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,4/15/2019,5728,LABOR,Employee,"1,806.42",,1806.42
Aleutian Region School District,19,100,320,100,302,000,Classified Wages,5/16/2019,5752,LABOR,Employee,"3,795.00",,3795
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,9/17/2018,5604,LABOR,Employee,"5,022.48",,5022.48
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,9/17/2018,5604,LABOR,Employee,500,,500
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,10/16/2018,5622,LABOR,Employee,"6,204.24",,6204.24
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,10/16/2018,5622,LABOR,Employee,500,,500
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,11/15/2018,5640,LABOR,Employee,"6,795.12",,6795.12
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,11/15/2018,5640,LABOR,Employee,500,,500
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,12/17/2018,5658,LABOR,Employee,"6,204.24",,6204.24
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,1/16/2019,5674,LABOR,Employee,"4,136.16",,4136.16
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,2/14/2019,5687,LABOR,Employee,"6,795.12",,6795.12
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,3/14/2019,5699,LABOR,Employee,"5,908.80",,5908.8
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,4/15/2019,5728,LABOR,Employee,"4,727.04",,4727.04
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,5/16/2019,5752,LABOR,Employee,"6,499.68",,6499.68
Aleutian Region School District,19,100,320,100,315,000,Classified Wages,6/13/2019,5779,LABOR,Employee,"2,511.24",,2511.24
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,7/10/2018,5521,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,8/16/2018,5547,LABOR,Employee,607.34,,607.34
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,8/16/2018,5547,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,9/17/2018,5604,LABOR,Employee,"1,928.56",,1928.56
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,9/18/2018,5609,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,10/16/2018,5622,LABOR,Employee,"1,299.91",,1299.91
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,10/16/2018,5622,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,11/15/2018,5640,LABOR,Employee,"1,321.22",,1321.22
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,11/15/2018,5640,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,12/17/2018,5658,LABOR,Employee,873.71,,873.71
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,12/17/2018,5658,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,1/16/2019,5674,LABOR,Employee,532.75,,532.75
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,1/16/2019,5674,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,2/14/2019,5687,LABOR,Employee,639.3,,639.3
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,2/14/2019,5687,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,3/14/2019,5699,LABOR,Employee,"3,239.12",,3239.12
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,3/14/2019,5699,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,4/15/2019,5728,LABOR,Employee,"2,642.44",,2642.44
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,4/15/2019,5728,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,5/16/2019,5752,LABOR,Employee,"2,844.89",,2844.89
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,5/16/2019,5752,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,6/13/2019,5779,LABOR,Employee,"1,853.97",,1853.97
Aleutian Region School District,19,100,320,550,099,000,Classified Salary - Admin Support,6/13/2019,5779,LABOR,Employee,"2,170.00",,2170
Aleutian Region School District,19,100,320,605,099,000,Facilities Coordinator,3/26/2019,5717,GJNLA,Employee alloc of maint dir salary,"44,446.00",,44446
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,7/10/2018,5521,LABOR,Employee,"1,563.30",,1563.3
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,7/10/2018,5521,LABOR,Employee,221.76,,221.76
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,8/16/2018,5547,LABOR,Employee,"2,188.62",,2188.62
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,8/29/2018,5566,LABOR,Employee,377.28,,377.28
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,9/17/2018,5604,LABOR,Employee,"2,084.40",,2084.4
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,10/16/2018,5622,LABOR,Employee,"2,223.36",,2223.36
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,11/15/2018,5640,LABOR,Employee,"1,980.18",,1980.18
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,12/5/2018,5648,LABOR,Employee,"1,823.52",,1823.52
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,12/17/2018,5658,LABOR,Employee,"1,146.42",,1146.42
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,1/16/2019,5674,LABOR,Employee,"1,354.86",,1354.86
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,2/14/2019,5687,LABOR,Employee,"1,875.96",,1875.96
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,3/14/2019,5699,LABOR,Employee,534.48,,534.48
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,3/14/2019,5699,LABOR,Employee,"2,084.40",,2084.4
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,4/15/2019,5728,LABOR,Employee,"2,223.36",,2223.36
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,5/16/2019,5752,LABOR,Employee,"1,414.80",,1414.8
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,5/16/2019,5752,LABOR,Employee,521.1,,521.1
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,5/16/2019,5752,LABOR,Employee,933.24,,933.24
Aleutian Region School District,19,100,320,605,302,000,Classified Wages,6/13/2019,5779,LABOR,Employee,"3,091.86",,3091.86
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,7/10/2018,5521,LABOR,Employee,989.8,,989.8
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,7/10/2018,5521,LABOR,Employee,"2,105.01",,2105.01
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,8/16/2018,5547,LABOR,Employee,424.2,,424.2
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,8/16/2018,5547,LABOR,Employee,"2,548.17",,2548.17
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,9/17/2018,5604,LABOR,Employee,141.4,,141.4
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,9/17/2018,5604,LABOR,Employee,"1,181.76",,1181.76
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,10/16/2018,5622,LABOR,Employee,565.6,,565.6
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,10/16/2018,5622,LABOR,Employee,"2,954.40",,2954.4
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,11/15/2018,5640,LABOR,Employee,537.32,,537.32
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,11/15/2018,5640,LABOR,Employee,"2,917.47",,2917.47
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,12/17/2018,5658,LABOR,Employee,565.6,,565.6
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,12/17/2018,5658,LABOR,Employee,"3,102.12",,3102.12
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,1/16/2019,5674,LABOR,Employee,424.2,,424.2
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,1/16/2019,5674,LABOR,Employee,"1,772.64",,1772.64
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,2/14/2019,5687,LABOR,Employee,622.16,,622.16
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,2/14/2019,5687,LABOR,Employee,"2,954.40",,2954.4
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,3/14/2019,5699,LABOR,Employee,395.92,,395.92
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,3/14/2019,5699,LABOR,Employee,"2,695.89",,2695.89
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,4/15/2019,5728,LABOR,Employee,311.08,,311.08
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,4/15/2019,5728,LABOR,Employee,"2,289.66",,2289.66
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,5/16/2019,5752,LABOR,Employee,876.68,,876.68
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,5/16/2019,5752,LABOR,Employee,"2,954.40",,2954.4
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,6/13/2019,5779,LABOR,Employee,"1,414.00",,1414
Aleutian Region School District,19,100,320,605,315,000,Classified Wages,6/13/2019,5779,LABOR,Employee,"4,653.18",,4653.18
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,8/16/2018,5550,PURCH,ALASKA AIRLINES,930.4,,930.4
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,8/28/2018,5556,GJNLA,Reversal of 5504T,"18,069.14",,18069.14
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,8/28/2018,5557,GJNLA,Reversal of 5556T,"18,069.14",CR,-18069.14
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,8/28/2018,5563,GJNLA,Reversal of 5557T,"18,069.14",,18069.14
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,8/28/2018,5564,GJNLA,Reversal of 5556T,"18,069.14",CR,-18069.14
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,8/28/2018,5565,GJNLA,Reversal of 5563T,"18,069.14",CR,-18069.14
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,8/30/2018,5595,PURCH,TEACHERS RETIREMENT SYSTEM,234.16,,234.16
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,9/20/2018,5612,PURCH,"GRANT AVIATION, INC.",250,,250
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,1/7/2019,5666,PURCH,ALASKA AIRLINES,484.86,,484.86
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,1/17/2019,5678,PURCH,DIV OF RETIREMENT & BENEFITS-F,25,,25
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,3/16/2019,5707,GJNLA,Reap Incentive Retention Fring,"2,149.50",CR,-2149.5
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,4/11/2019,5724,PURCH,ALASKA AIRLINES,363.75,,363.75
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,4/16/2019,5731,PURCH,TEACHERS RETIREMENT SYSTEM,892.44,CR,-892.44
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,4/17/2019,5736,PURCH,TEACHERS RETIREMENT SYSTEM,100,CR,-100
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,5/25/2019,5773,PURCH,TEACHERS RETIREMENT SYSTEM,0.02,CR,-0.02
Aleutian Region School District,19,100,350,100,099,000,Employeeenefits,6/13/2019,5782,PURCH,"GRANT AVIATION, INC.",250,,250
